player_name,shots,actual_makes,expected_makes,actual_fg_pct,expected_fg_pct,makes_above_expected,fg_pct_above_expected
beno urdih,356,174,159.69556,0.4887640449438202,0.44858304,14.304443359375,0.040181008282672126
jose calderon,346,143,128.71974,0.41329479768786126,0.37202236,14.280258178710938,0.04127243712458306
jared dudley,359,173,158.76358,0.4818941504178273,0.4422384,14.236419677734375,0.039655759972118065
arron afflalo,688,295,280.87463,0.42877906976744184,0.408248,14.1253662109375,0.020531062469925976
jeremy lin,515,226,212.46889,0.4388349514563107,0.41256094,13.531112670898438,0.026274011667492325
rasual butler,407,177,163.65863,0.4348894348894349,0.40210965,13.34136962890625,0.032779782131790225
jonas valanciunas,486,274,260.87714,0.5637860082304527,0.53678423,13.12286376953125,0.027001776567702418
jamal crawford,803,322,309.4612,0.40099626400996263,0.38538134,12.538787841796875,0.015614923029432848
luol deng,567,274,261.65094,0.48324514991181655,0.4614655,12.34906005859375,0.021779642166073754
amir johnson,402,233,220.90767,0.5796019900497512,0.54952157,12.092330932617188,0.03008042461243432
brook lopez,631,308,295.94818,0.48811410459587956,0.46901456,12.05181884765625,0.01909954938004399
gerald henderson,563,246,233.99614,0.4369449378330373,0.4156237,12.003860473632812,0.021321243174757865
rudy gobert,267,167,155.6383,0.6254681647940075,0.582915,11.3616943359375,0.04255315672592275
shaun livingston,263,138,126.7579,0.5247148288973384,0.48196918,11.242103576660156,0.04274565117440754
shabazz muhammad,391,191,179.93654,0.4884910485933504,0.46019575,11.063461303710938,0.028295298595257756
channing frye,412,161,150.01735,0.3907766990291262,0.36411977,10.982650756835938,0.02665693088642601
luke babbitt,156,73,62.23807,0.46794871794871795,0.398962,10.76192855834961,0.0689867268770169
jason smith,432,195,184.397,0.4513888888888889,0.42684492,10.602996826171875,0.02454396420054966
pau gasol,818,405,394.40424,0.49511002444987773,0.48215675,10.59576416015625,0.012953270909838666
marvin williams,318,140,130.1332,0.44025157232704404,0.40922388,9.866806030273438,0.031027687982943086
serge ibaka,735,346,336.2434,0.4707482993197279,0.45747402,9.756591796875,0.013274276216013903
time hardaway jr,595,231,221.26982,0.38823529411764707,0.37188205,9.730178833007812,0.01635324288817014
tyson chandler,340,230,220.48677,0.6764705882352942,0.6484905,9.513229370117188,0.027980099706088835
alan anderson,337,146,136.68332,0.4332344213649852,0.40558848,9.316680908203125,0.027645943515024862
donatas motiejunas,576,293,283.6936,0.5086805555555556,0.4925236,9.306396484375,0.016156944963667152
pablo prigioni,174,71,61.820133,0.40804597701149425,0.35528812,9.179866790771484,0.052757858887486075
aaron brooks,561,233,223.95241,0.41532976827094475,0.39920214,9.047592163085938,0.016127630085443656
patrick patterson,405,188,179.1931,0.4641975308641975,0.4424521,8.806900024414062,0.021745427964646125
brian roberts,372,149,140.21098,0.40053763440860213,0.37691125,8.789016723632812,0.02362638167155684
dwight howard,334,192,183.37645,0.5748502994011976,0.54903126,8.623550415039062,0.025819041771803053
marc gasol,814,405,396.41812,0.4975429975429975,0.48700014,8.581878662109375,0.010542859975477381
tony snell,229,105,96.44435,0.4585152838427948,0.42115438,8.555648803710938,0.03736090399812925
john henson,241,140,131.91756,0.5809128630705395,0.54737574,8.082443237304688,0.03353712444978141
damjan rudez,195,83,75.01321,0.4256410256410256,0.3846831,7.986793518066406,0.040957923271717156
jrue holiday,508,226,218.08853,0.4448818897637795,0.42930815,7.911468505859375,0.015573743525452488
jason terry,339,141,133.53844,0.415929203539823,0.3939187,7.4615631103515625,0.02201051047417968
kelly olynyk,341,170,163.17899,0.49853372434017595,0.47853073,6.821014404296875,0.020002989562725393
lou williams,679,273,266.26996,0.4020618556701031,0.39215016,6.73004150390625,0.009911692019590412
jonas jerebko,232,108,101.44979,0.46551724137931033,0.43728358,6.550209045410156,0.028233665844489775
ty lawson,733,324,317.5098,0.44201909959072305,0.4331648,6.490203857421875,0.008854294416849151
hollis thompson,344,139,132.6115,0.40406976744186046,0.38549852,6.3885040283203125,0.018571243729702258
