player_name,shots,fgm,points,expected_makes,fg_pct,efg_pct,expected_fg_pct,shot_quality_adjusted,fg_rank,efg_rank,adjusted_rank,rank_shift_vs_fg,rank_shift_vs_efg
john henson,241,140,280,131.91756,0.5809128630705395,0.5809128630705395,0.5473757542020552,0.03353710886848427,8.0,12.0,35.0,-27.0,-23.0
kent bazemore,203,89,209,91.61673,0.43842364532019706,0.5147783251231527,0.4513139395878233,-0.012890294267626223,146.0,80.0,174.0,-28.0,-94.0
spencer hawes,332,137,320,150.2165,0.4126506024096386,0.4819277108433735,0.4524593583072524,-0.039808755897613846,199.0,170.0,229.0,-30.0,-59.0
derrick favors,677,369,738,350.08752,0.5450516986706057,0.5450516986706057,0.5171159887947747,0.02793570987583094,20.0,42.0,52.0,-32.0,-10.0
carlos boozer,620,319,638,303.31308,0.5145161290322581,0.5145161290322581,0.4892146448935232,0.025301484138734898,29.0,81.0,61.0,-32.0,20.0
kelly olynyk,341,170,375,163.17899,0.49853372434017595,0.5498533724340176,0.4785307495475165,0.020002974792659445,38.0,30.0,71.0,-33.0,-41.0
amir johnson,402,233,480,220.90767,0.5796019900497512,0.5970149253731343,0.5495215648442359,0.03008042520551535,9.0,9.0,42.0,-33.0,-33.0
bojan bogdanovic,360,151,354,163.38956,0.41944444444444445,0.49166666666666664,0.4538598802354601,-0.034415435791015636,185.0,141.0,219.0,-34.0,-78.0
anthony bennett,274,114,233,124.41065,0.41605839416058393,0.4251824817518248,0.45405347503884863,-0.0379950808782647,191.0,253.0,225.0,-34.0,28.0
thaddeus young,694,324,673,323.5207,0.4668587896253602,0.48487031700288186,0.4661681425330962,0.0006906470922640184,87.0,163.0,125.0,-38.0,38.0
rodney stuckey,537,242,517,245.10524,0.4506517690875233,0.4813780260707635,0.45643433867442096,-0.005782569586897657,113.0,174.0,152.0,-39.0,22.0
pau gasol,818,405,817,394.40424,0.49511002444987773,0.4993887530562347,0.48215676753037134,0.012953256919506384,43.0,112.0,85.0,-42.0,27.0
nick collison,212,86,184,102.50941,0.4056603773584906,0.4339622641509434,0.48353493888423127,-0.07787456152574068,213.0,249.0,256.0,-43.0,-7.0
jonas valanciunas,486,274,548,260.87714,0.5637860082304527,0.5637860082304527,0.5367842309268904,0.027001777303562235,11.0,20.0,57.0,-46.0,-37.0
donatas motiejunas,576,293,625,283.6936,0.5086805555555556,0.5425347222222222,0.49252361721462673,0.01615693834092885,31.0,45.0,78.0,-47.0,-33.0
henry sims,423,204,412,201.9706,0.48226950354609927,0.48699763593380613,0.4774718588971077,0.0047976446489915725,62.0,159.0,109.0,-47.0,50.0
russell westbrook,969,422,889,446.02423,0.43550051599587203,0.4587203302373581,0.46029332400106426,-0.024792808005192235,155.0,218.0,204.0,-49.0,14.0
elfrid payton,480,198,400,226.65169,0.4125,0.4166666666666667,0.47219101587931317,-0.05969101587931319,200.0,256.0,249.0,-49.0,7.0
tyson chandler,340,230,460,220.48677,0.6764705882352942,0.6764705882352942,0.6484905018525965,0.027980086382697666,2.0,2.0,51.0,-49.0,-49.0
dwight howard,334,192,385,183.37645,0.5748502994011976,0.5763473053892215,0.5490312861825177,0.025819013218679854,10.0,13.0,60.0,-50.0,-47.0
chandler parsons,674,303,713,311.6186,0.4495548961424332,0.5289317507418397,0.46234212360325483,-0.012787227460821615,122.0,62.0,173.0,-51.0,-111.0
carl landry,287,146,292,141.9884,0.5087108013937283,0.5087108013937283,0.4947331126143293,0.013977688779398978,30.0,87.0,83.0,-53.0,4.0
marc gasol,814,405,812,396.41812,0.4975429975429975,0.4987714987714988,0.4870001490637477,0.0105428484792498,40.0,114.0,94.0,-54.0,20.0
jeff teague,687,319,695,323.05698,0.4643377001455604,0.5058224163027657,0.47024305140954786,-0.005905351263987446,93.0,93.0,154.0,-61.0,-61.0
kawhi leonard,516,232,507,240.73575,0.4496124031007752,0.49127906976744184,0.4665421478508055,-0.016929744750030284,121.0,143.0,182.0,-61.0,-39.0
jordan hill,614,285,571,289.172,0.46416938110749184,0.46498371335504884,0.4709641646096295,-0.006794783502137636,95.0,208.0,157.0,-62.0,51.0
jimmy butler,781,361,781,367.01257,0.4622279129321383,0.5,0.46992647022047057,-0.007698557288332297,98.0,109.0,161.0,-63.0,-52.0
boris diaw,437,194,429,204.2268,0.4439359267734554,0.49084668192219677,0.467338230298913,-0.023402303525457635,135.0,147.0,200.0,-65.0,-53.0
matt barnes,449,202,497,210.01295,0.44988864142538976,0.5534521158129176,0.4677348657280937,-0.01784622430270394,117.0,24.0,184.0,-67.0,-160.0
nene hilario,479,251,503,246.01672,0.524008350730689,0.5250521920668059,0.5136048510079593,0.010403499722729692,27.0,66.0,95.0,-68.0,-29.0
cole aldrich,191,92,184,92.16171,0.4816753926701571,0.4816753926701571,0.4825220557407559,-0.0008466630705988298,64.0,171.0,133.0,-69.0,38.0
tyreke evans,914,396,842,433.04605,0.43326039387308535,0.46061269146608314,0.47379217836476,-0.04053178449167466,160.0,215.0,230.0,-70.0,-15.0
andre iguodala,343,158,368,162.29254,0.4606413994169096,0.5364431486880467,0.47315609767902694,-0.012514698262117319,102.0,50.0,172.0,-70.0,-122.0
brandon bass,480,229,463,230.92232,0.47708333333333336,0.4822916666666667,0.48108816146850586,-0.0040048281351725,72.0,168.0,144.0,-72.0,24.0
trevor booker,327,162,343,161.29149,0.4954128440366973,0.5244648318042814,0.49324614265278577,0.002166701383911507,42.0,69.0,122.0,-80.0,-53.0
blake griffin,893,447,902,444.50916,0.5005599104143337,0.5050391937290034,0.49777061060855265,0.0027892998057810203,37.0,95.0,119.0,-82.0,-24.0
thabo sefolosha,203,86,191,102.69614,0.4236453201970443,0.47044334975369456,0.5058922979044796,-0.08224697770743533,177.0,197.0,259.0,-82.0,-62.0
eric bledsoe,774,352,771,368.59262,0.45478036175710596,0.49806201550387597,0.47621785639484415,-0.021437494637738197,110.0,115.0,194.0,-84.0,-79.0
gorgui dieng,407,201,403,200.85443,0.49385749385749383,0.4950859950859951,0.4934998308411394,0.0003576630163544259,45.0,125.0,129.0,-84.0,-4.0
luis scola,469,220,445,225.82939,0.4690831556503198,0.4744136460554371,0.48151256178996205,-0.012429406139642218,83.0,190.0,171.0,-88.0,19.0
goran dragic,753,378,828,377.20435,0.50199203187251,0.549800796812749,0.5009353860599269,0.0010566458125830236,35.0,31.0,124.0,-89.0,-93.0
al farouq aminu,258,111,248,131.50081,0.43023255813953487,0.4806201550387597,0.5096930570380632,-0.07946049889852835,168.0,177.0,258.0,-90.0,-81.0
zaza pachulia,350,151,302,177.42093,0.43142857142857144,0.43142857142857144,0.5069169398716518,-0.07548836844308032,165.0,251.0,255.0,-90.0,-4.0
giannis antetokounmpo,549,270,546,272.12543,0.4918032786885246,0.4972677595628415,0.4956747308672017,-0.003871452178677126,50.0,118.0,142.0,-92.0,-24.0
derrick williams,286,128,281,138.39041,0.44755244755244755,0.49125874125874125,0.48388255726207385,-0.0363301097096263,129.0,145.0,223.0,-94.0,-78.0
marcin gortat,570,311,622,308.81638,0.5456140350877193,0.5456140350877193,0.5417831153200384,0.003830919767680907,18.0,40.0,114.0,-96.0,-74.0
draymond green,552,242,569,271.40564,0.4384057971014493,0.5153985507246377,0.4916768834210824,-0.05327108631963312,147.0,77.0,243.0,-96.0,-166.0
demarre carroll,462,217,523,224.12709,0.4696969696969697,0.566017316017316,0.48512357241147525,-0.015426602714505522,82.0,18.0,179.0,-97.0,-161.0
jason thompson,292,134,268,141.15741,0.4589041095890411,0.4589041095890411,0.4834157865341396,-0.02451167694509848,105.0,217.0,203.0,-98.0,14.0
mason plumlee,403,236,472,234.24821,0.5856079404466501,0.5856079404466501,0.5812610787138454,0.004346861732804741,7.0,10.0,110.0,-103.0,-100.0
leandro barbosa,256,120,267,124.78747,0.46875,0.521484375,0.48745104670524597,-0.01870104670524597,84.0,73.0,187.0,-103.0,-114.0
tim duncan,627,311,623,313.66003,0.4960127591706539,0.49681020733652315,0.5002552379261364,-0.004242478755482448,41.0,120.0,145.0,-104.0,-25.0
jon leuer,257,114,235,126.90883,0.44357976653696496,0.4571984435797665,0.49380867212199053,-0.050228905585025574,137.0,222.0,241.0,-104.0,-19.0
michael kidd-gilchrist,369,174,348,180.5746,0.4715447154471545,0.4715447154471545,0.48936206021606116,-0.017817344768906673,78.0,194.0,183.0,-105.0,11.0
lavoy allen,254,125,250,126.76954,0.4921259842519685,0.4921259842519685,0.49909267275352176,-0.006966688501553242,49.0,140.0,158.0,-109.0,-18.0
chris kaman,434,213,426,216.73015,0.49078341013824883,0.49078341013824883,0.4993782219249532,-0.008594811786704348,53.0,148.0,163.0,-110.0,-15.0
kendrick perkins,194,85,170,102.03339,0.4381443298969072,0.4381443298969072,0.5259452898477771,-0.0878009599508699,149.0,244.0,261.0,-112.0,-17.0
jusuf nurkic,294,130,260,151.2764,0.4421768707482993,0.4421768707482993,0.5145455704254358,-0.0723686996771365,140.0,240.0,253.0,-113.0,-13.0
joakim noah,340,149,298,180.45123,0.43823529411764706,0.43823529411764706,0.530738920323989,-0.0925036262063419,148.0,243.0,262.0,-114.0,-19.0
dante cunningham,247,114,229,121.53811,0.46153846153846156,0.46356275303643724,0.49205712075175545,-0.030518659213293886,100.0,211.0,215.0,-115.0,-4.0
nerles noel,444,197,394,226.01047,0.4436936936936937,0.4436936936936937,0.5090325845254434,-0.06533889083174971,136.0,239.0,251.0,-115.0,-12.0
harrison barnes,463,227,521,232.61649,0.490280777537797,0.562634989200864,0.5024114159734409,-0.012130638435643881,54.0,21.0,170.0,-116.0,-149.0
demarcus cousins,788,366,734,386.72345,0.46446700507614214,0.46573604060913704,0.49076579912059803,-0.026298794044455898,92.0,207.0,208.0,-116.0,-1.0
steve adams,274,150,300,150.49791,0.5474452554744526,0.5474452554744526,0.5492624435981694,-0.0018171881237168952,15.0,35.0,134.0,-119.0,-99.0
tyler zeller,419,229,458,229.9479,0.5465393794749404,0.5465393794749404,0.5488016861435338,-0.0022623066685933946,16.0,38.0,137.0,-121.0,-99.0
omri casspi,240,115,237,120.24955,0.4791666666666667,0.49375,0.5010397911071778,-0.021873124440511094,69.0,130.0,195.0,-126.0,-65.0
paul millsap,754,358,777,377.7525,0.47480106100795755,0.5152519893899205,0.5009980138480189,-0.02619695284006135,73.0,78.0,207.0,-134.0,-129.0
kris humphries,397,188,376,198.44481,0.473551637279597,0.473551637279597,0.4998609797480124,-0.02630934246841543,74.0,191.0,209.0,-135.0,-18.0
shawn marion,229,103,218,120.904495,0.4497816593886463,0.4759825327510917,0.5279672281190297,-0.07818556873038346,118.0,187.0,257.0,-139.0,-70.0
andre roberson,168,77,171,86.94742,0.4583333333333333,0.5089285714285714,0.5175441560291109,-0.05921082269577754,107.0,85.0,248.0,-141.0,-163.0
zach randolph,671,328,661,343.3235,0.488822652757079,0.49254843517138597,0.5116594431119598,-0.022836790354880787,55.0,137.0,197.0,-142.0,-60.0
cody zeller,355,165,331,180.64822,0.4647887323943662,0.46619718309859154,0.5088682362731074,-0.04407950387874121,91.0,206.0,234.0,-143.0,-28.0
taj gibson,418,206,412,214.08603,0.49282296650717705,0.49282296650717705,0.5121675336189817,-0.019344567111804656,46.0,135.0,189.0,-143.0,-54.0
enes kanter,639,318,649,329.4259,0.49765258215962443,0.5078247261345853,0.5155334950239632,-0.01788091286433874,39.0,89.0,185.0,-146.0,-96.0
greg monroe,712,350,700,366.45126,0.49157303370786515,0.49157303370786515,0.5146787407692899,-0.02310570706142473,52.0,142.0,199.0,-147.0,-57.0
marreese speights,498,246,494,256.3338,0.4939759036144578,0.4959839357429719,0.5147265085733559,-0.020750604958898078,44.0,123.0,192.0,-148.0,-69.0
kosta koufos,253,127,254,133.02327,0.5019762845849802,0.5019762845849802,0.5257836745190526,-0.023807389934072387,36.0,106.0,201.0,-165.0,-95.0
aron baynes,257,141,283,145.09727,0.5486381322957199,0.5505836575875487,0.5645808357209083,-0.015942703425188443,14.0,29.0,180.0,-166.0,-151.0
tristan thompson,396,216,432,223.48451,0.5454545454545454,0.5454545454545454,0.5643548291138928,-0.018900283659347372,19.0,41.0,188.0,-169.0,-147.0
kenneth faried,512,252,505,270.03168,0.4921875,0.4931640625,0.5274056196212769,-0.035218119621276855,48.0,134.0,220.0,-172.0,-86.0
jj hickson,333,160,320,178.63654,0.4804804804804805,0.4804804804804805,0.5364460529865803,-0.05596557250609985,65.0,178.0,244.0,-179.0,-66.0
glen davis,177,85,170,97.42392,0.480225988700565,0.480225988700565,0.5504176252979344,-0.07019163659736938,67.0,179.0,252.0,-185.0,-73.0
timofey mozgov,428,233,468,244.26498,0.544392523364486,0.5467289719626168,0.5707125797449986,-0.026320056380512602,21.0,37.0,210.0,-189.0,-173.0
alex len,299,158,317,167.89857,0.5284280936454849,0.5301003344481605,0.5615336950806072,-0.03310560143512231,25.0,60.0,218.0,-193.0,-158.0
andrew bogut,239,132,264,138.11249,0.5523012552301255,0.5523012552301255,0.5778765179622123,-0.025575262732086768,12.0,26.0,206.0,-194.0,-180.0
tony allen,358,172,350,210.68259,0.48044692737430167,0.4888268156424581,0.5884988454467092,-0.1080519180724075,66.0,153.0,265.0,-199.0,-112.0
andre drummond,665,338,676,372.81915,0.5082706766917293,0.5082706766917293,0.5606303050105733,-0.052359628318844,32.0,88.0,242.0,-210.0,-154.0
omer asik,300,152,304,186.46683,0.5066666666666667,0.5066666666666667,0.6215560913085938,-0.11488942464192708,33.0,92.0,266.0,-233.0,-174.0
